   0.02371   0.04429  33.57322   1.61353   1.23463   0.88987   1.43912   1.61336   0.08190
   0.02453   0.04546  36.47533   1.73287   1.35674   1.01539   1.55998   1.73284   0.09098
   0.02530   0.04656  39.23537   1.84837   1.47482   1.13660   1.67691   1.84850   0.10028
   0.02602   0.04760  41.83183   1.95851   1.58733   1.25200   1.78838   1.95881   0.10955
   0.02674   0.04863  44.44950   2.07143   1.70260   1.37009   1.90262   2.07192   0.11957
   0.02745   0.04966  47.03408   2.18520   1.81865   1.48886   2.01771   2.18592   0.13032
   0.02812   0.05062  49.46960   2.29340   1.92900   1.60173   2.12716   2.29436   0.14085
   0.02875   0.05154  51.78678   2.39876   2.03637   1.71145   2.23372   2.39998   0.15183
   0.02939   0.05246  54.10143   2.50496   2.14458   1.82197   2.34112   2.50646   0.16321
   0.03002   0.05337  56.38409   2.61171   2.25330   1.93294   2.44907   2.61351   0.17531
   0.03061   0.05424  58.54364   2.71387   2.35733   2.03908   2.55238   2.71599   0.18729
   0.03118   0.05506  60.58672   2.81224   2.45747   2.14120   2.65187   2.81470   0.19942
   0.03175   0.05589  62.63323   2.91156   2.55857   2.24426   2.75233   2.91437   0.21197
   0.03232   0.05672  64.65231   3.01177   2.66056   2.34816   2.85369   3.01498   0.22544
   0.03286   0.05751  66.56040   3.10647   2.75693   2.44635   2.94949   3.11005   0.23818
   0.03337   0.05826  68.37014   3.19914   2.85122   2.54233   3.04325   3.20315   0.25178
   0.03389   0.05902  70.18585   3.29213   2.94584   2.63865   3.13734   3.29657   0.26543
   0.01265   0.02876  -0.90743   0.35389   0.00000   0.00000   0.16584   0.35363   0.01572
   0.01344   0.02983  -0.26062   0.36915   0.00000   0.00000   0.18290   0.36885   0.01654
   0.01460   0.03139   0.88717   0.39930   0.00653   0.00000   0.21552   0.39892   0.01790
   0.01543   0.03252   1.81178   0.42599   0.02993   0.00000   0.24391   0.42557   0.01901
   0.01630   0.03370   2.87426   0.45825   0.06701   0.00000   0.27787   0.45778   0.02032
   0.01704   0.03472   3.87820   0.48932   0.10053   0.00000   0.31034   0.48880   0.02156
   0.01775   0.03569   4.90216   0.52147   0.13534   0.00000   0.34379   0.52091   0.02286
